Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2011-05-02,19.69175148010254,19.952671142915122,19.553617368764204,19.906626927042087,89825600
2011-05-03,19.806859970092773,19.83755708551004,19.56128890163075,19.645704505309205,71892900
2011-05-04,19.998714447021484,20.144522831644274,19.791514753179708,19.83755896695353,73292300
2011-05-05,19.79151153564453,20.014059752470644,19.707095937683455,19.991036917467007,55600000
2011-05-06,19.852907180786133,20.121499642894022,19.760817291121185,20.006388378602193,55993000
2011-05-09,19.822206497192383,19.921969184640645,19.69942097553966,19.799183662987918,38696400
2011-05-10,19.699420928955078,19.83755500641746,19.37710856944915,19.476871256661497,120798700
2011-05-11,19.46152114868164,19.691743599632964,19.346408459487332,19.6840693227721,78600000
2011-05-12,19.43083381652832,19.484552317860494,19.262004031810143,19.453856658693272,77400000
2011-05-13,19.208280563354492,19.43082879185547,19.146887797176394,19.400133140625922,66812300
2011-05-16,18.855274200439453,19.238979418889485,18.801555704051527,19.154563802440318,91350900
2011-05-17,18.940235137939453,19.07927461760026,18.747125076924522,18.847541660394636,82882100
2011-05-18,19.071544647216797,19.110166059177143,18.73167062337853,18.94795436096878,53931100
2011-05-19,19.094730377197266,19.21832075064345,18.924793982037126,19.195148476443208,37783600
2011-05-20,18.91706657409668,19.210594772175366,18.87844514065576,19.094727525226112,45451500
2011-05-23,18.66988754272461,18.731682725774007,18.561746340716503,18.700784397592617,52692500
2011-05-24,18.654434204101562,18.762576855222633,18.569466767243707,18.693057105685178,47691800
2011-05-25,18.685335159301758,18.778027189542442,18.662161415084956,18.669885996490557,34904200
2011-05-26,19.056106567382812,19.33418560970006,18.785752106609188,18.80892585124005,78016600
2011-05-27,19.125619888305664,19.23376104687833,19.040650993248406,19.063824730076597,50251000
2011-05-31,19.31873321533203,19.357354643276977,19.079277120784685,19.280110314074047,60196300
2011-06-01,18.870723724365234,19.38825897516783,18.82437770180017,19.303290039370637,74033500
2011-06-02,18.70850944519043,19.040659114838856,18.677612589553565,18.91706874566457,51487800
2011-06-03,18.46905517578125,18.646716165454027,18.414984567908107,18.577196391527536,60697700
2011-06-06,18.54629135131836,18.731676842237803,18.360905860398915,18.45359786920218,54778700
2011-06-07,18.584915161132812,18.669884074534096,18.461324817992637,18.60808890296401,41112600
2011-06-08,18.49222183227539,18.554016999474026,18.43042666507676,18.461323512019575,42205000
2011-06-09,18.507673263549805,18.569469916564096,18.399532067401395,18.546296171683736,42878700
2011-06-10,18.314563751220703,18.554021369665843,18.299116060767265,18.554021369665843,49327200
2011-06-13,18.56946563720703,18.68533138828082,18.306835815672873,18.376355560979736,47572500
2011-06-14,18.70850944519043,18.886171890027704,18.685337171791133,18.770304629777574,42894500
2011-06-15,18.337739944458008,18.546299263206546,18.283669337370657,18.538574680292133,49410200
2011-06-16,18.5385684967041,18.615812826769645,18.268214078131223,18.345458408196766,57184100
2011-06-17,18.739398956298828,18.770295797397154,18.523115175359656,18.70850064188778,83320400
2011-06-20,18.9016170501709,19.048381146405468,18.662160926124233,18.669885507327443,54338400
2011-06-21,19.125619888305664,19.202864204420194,18.847540939618476,18.940234413618466,49708700
2011-06-22,19.04065704345703,19.16424739918626,18.994311028386885,19.00203560978412,44287300
2011-06-23,19.02520751953125,19.040656682032466,18.693059365634486,18.87844489570939,59470400
2011-06-24,18.770301818847656,18.955688818160038,18.68533437358544,18.932515074917692,101387200
2011-06-27,19.46550178527832,19.66633502491127,18.7162335344183,18.7162335344183,92044200
2011-06-28,19.928958892822266,20.02165237588064,19.434597578678748,19.54273874781941,81032100
2011-06-29,19.78993034362793,19.8594486475308,19.589095595370644,19.8594486475308,66051000
2011-06-30,20.083450317382812,20.083450317382812,19.82082046459814,19.88261563741141,52535400
2011-07-01,20.098899841308594,20.214765608258453,19.959860331643497,20.029380086476046,52906200
2011-07-05,20.106630325317383,20.199322376765455,20.006212217382778,20.160700934214358,37805300
2011-07-06,20.338354110717773,20.369252431534537,20.052550536414824,20.060275116619014,48744200
2011-07-07,20.678232192993164,20.763199644720007,20.361531711151347,20.461948326215186,51946500
2011-07-08,20.794097900390625,20.840443916930045,20.477397419630215,20.500571164556575,58320700
2011-07-11,20.570085525512695,20.70140044173177,20.461944349795697,20.562362418658356,43999800
2011-07-12,20.500572204589844,20.693682335499783,20.346083510536538,20.50829531331047,47319300
2011-07-13,20.570085525512695,20.824990777783487,20.47739351013042,20.546913258323634,40861800
2011-07-14,20.44649887084961,20.863617435111045,20.361531420336316,20.562366120908866,46382300
2011-07-15,20.685956954956055,20.80182273436675,20.446499341085527,20.446499341085527,49132400
2011-07-18,20.539186477661133,20.778642543942738,20.284281252699977,20.570083321707372,44501900
2011-07-19,21.27301025390625,21.350253118635194,20.68595534742442,20.709127617517822,86730600
2011-07-20,20.902238845825195,21.126247290817577,20.84044366674338,21.07217669328515,49795400
2011-07-21,20.933135986328125,21.095347769737412,20.5855372028608,20.886789972970217,81737400
2011-07-22,21.265291213989258,21.280738906972417,20.608716379513357,20.747755929556913,76380600
2011-07-25,21.55881118774414,21.6978506938078,21.002654636802628,21.05672522842447,108482400
2011-07-26,21.690126419067383,21.744197011451952,21.45839488790119,21.48929173784388,74636500
2011-07-27,21.110790252685547,21.620600658262457,21.01037367662883,21.535631766228725,71488700
2011-07-28,21.412050247192383,21.68240471833971,21.018105413231417,21.079902067951576,83761400
2011-07-29,21.164873123168945,21.4043293077042,21.05673190563307,21.2575666477094,104394800
2011-08-01,21.06444549560547,21.388870452214707,20.662776221077298,21.2498309746232,61838400
2011-08-02,20.701400756835938,21.203488162165655,20.670503909009227,20.84044025533875,63883100
2011-08-03,20.794097900390625,20.855893080214283,20.454223674703854,20.724578138924848,64581200
2011-08-04,20.037109375,20.755479361504996,20.02938479228007,20.492849442281372,92949500
2011-08-05,19.836271286010742,20.160696338756274,19.48867248902865,20.06027825371111,112071700
2011-08-08,18.909339904785156,19.77447376747861,18.83982015361724,19.326458411792647,134257200
2011-08-09,19.759021759033203,19.789920076572038,18.56173994734792,19.086998085692265,126268900
2011-08-10,18.693058013916016,19.380529489062667,18.6158136803088,19.27238830600044,127819900
2011-08-11,19.457778930664062,19.604541582401,18.847550155616187,18.924794509501343,90690100
2011-08-12,19.38825225830078,19.573637757649564,19.040653526201197,19.411424524898766,64787100
2011-08-15,19.704952239990234,19.75902282528813,19.426873260386248,19.496393005287246,56529400
2011-08-16,19.704952239990234,19.891507820121465,19.471756652867228,19.60390037412001,54251500
2011-08-17,19.627229690551758,19.977022495903686,19.37848879901824,19.627229690551758,50923700
2011-08-18,19.176380157470703,19.502852841065007,18.678898537750687,19.098648283736406,105714200
2011-08-19,18.694440841674805,19.137512008806475,18.585617124806646,18.97427495089229,77397900
2011-08-22,18.64003562927246,19.036466931139284,18.4923466701826,18.98205505330486,54721000
2011-08-23,19.215255737304688,19.23857575681119,18.6789086321719,18.6789086321719,59670600
2011-08-24,19.355161666870117,19.378481672855532,18.982050466776204,19.16083273149469,45329700
2011-08-25,19.09865379333496,19.557270349796077,19.044241910807813,19.49508512939182,48192000
2011-08-26,19.627229690551758,19.697188251622144,18.98205744715694,19.052016008227326,71957000
2011-08-29,20.085840225219727,20.101386896918648,19.720502335968366,19.844872744335305,38863200
2011-08-30,20.38899803161621,20.54446182243054,19.97702150639963,20.00034003719297,57341400
2011-08-31,20.67659568786621,20.76209939747389,20.412308259743845,20.4356282619706,59300800
2011-09-01,20.373443603515625,20.878699990095903,20.373443603515625,20.567772526781262,60510800
2011-09-02,20.05474281311035,20.210206533334617,19.945919098520516,20.039197627177458,43894400
2011-09-06,19.82933235168457,19.891517575559273,19.518406232311047,19.588364794496677,54929300
2011-09-07,20.21021270751953,20.21021270751953,19.875966644754115,19.969245201907494,41961000
2011-09-08,20.381221771240234,20.72324117242019,20.171347611132244,20.210212811956442,65811900
2011-09-09,20.008102416992188,20.350121679899647,19.821546859754967,20.21020464131879,64529200
2011-09-12,20.12470817565918,20.15580152331174,19.642773147943803,19.774916910242357,55046100
2011-09-13,20.241302490234375,20.357899554187647,20.062518744053108,20.14802394950449,48792300
2011-09-14,20.598873138427734,20.832067335629066,20.12470992382414,20.34235892846125,66739200
2011-09-15,20.979761123657227,21.010854478959484,20.451185944421095,20.777658762030896,67808300
2011-09-16,21.0808048248291,21.197401896517277,20.855382534634714,21.026391474269893,89681500
2011-09-19,21.150766372680664,21.228498264514943,20.676604649455335,20.832066950511376,52324900
2011-09-20,20.97197151184082,21.37617592145513,20.93310633048283,21.228485563593818,49211900
2011-09-21,20.202436447143555,21.034164074058392,20.186889776099203,21.026390738536218,72750700
2011-09-22,19.479536056518555,19.938152556543095,19.121971453848534,19.6660916947741,96278300
2011-09-23,19.479536056518555,19.549494606190937,19.191930003520916,19.35516563101486,64768100
2011-09-26,19.774917602539062,19.837102817408798,19.223022523284218,19.580588620744567,51057600
2011-09-27,19.953691482543945,20.148020382263848,19.782682584530697,19.945918148641727,55620700
2011-09-28,19.883743286132812,20.497823639807798,19.82933140317176,20.155804183550686,60736200
2011-09-29,19.782690048217773,20.34235695682404,19.502855852608434,20.194666522184402,63407300
2011-09-30,19.347393035888672,19.821556227934067,19.339619698670102,19.588362041826894,54060500
2011-10-03,19.06755256652832,19.697177799442585,19.059779232466184,19.21524146587328,64592500
2011-10-04,19.697189331054688,19.736054541506917,18.857688034816917,18.888779906656154,83485400
2011-10-05,20.12470817565918,20.334583824476724,19.557267924511674,19.75937023641608,94061300
2011-10-06,20.474496841430664,20.52113537099818,19.977015239078167,20.13247749850726,55111400
2011-10-07,20.40453338623047,20.606635609112256,20.36566820139664,20.47449190502077,52741600
2011-10-10,20.940889358520508,20.964207885086694,20.57554996111882,20.661055178827695,41815300
2011-10-11,20.98752212524414,21.041933982425018,20.769873213908728,20.87869841088239,38826200
2011-10-12,20.95643424987793,21.228495089298615,20.90979571479825,21.127444682857256,52489800
2011-10-13,21.1274471282959,21.142993802659372,20.69215062440592,20.800974379725297,43823500
2011-10-14,21.197404861450195,21.376187161886264,21.00307588725123,21.228496726363577,50947700
2011-10-17,20.97197151184082,21.313990741715358,20.87092115074306,21.073023355550212,39453300
2011-10-18,21.228498458862305,21.298457013892378,20.8320671412294,20.940892383838698,52487900
2011-10-19,21.088577270507812,21.352864764486178,20.995300203581476,21.275134369584983,42880000
2011-10-20,21.01862144470215,21.251815608310856,20.521138288997992,21.189630399174376,76300200
2011-10-21,21.111902236938477,21.13522225045318,20.83206800521242,21.104128899100242,76620600
2011-10-24,21.135215759277344,21.29845135590857,21.018618692739018,21.034163881028558,56897800
2011-10-25,20.839834213256836,21.166306877705782,20.76987567925977,21.049709815248036,53554600
2011-10-26,20.668821334838867,21.0341591227093,20.2879368795837,21.010840604244002,63029900
2011-10-27,21.18185806274414,21.29845515005328,20.715468230895183,21.088579503329388,74512400
2011-10-28,20.97197151184082,21.13520853528998,20.824282636591143,21.096341871320355,57712100
2011-10-31,20.699920654296875,20.987528174218934,20.69214880041269,20.80097254613936,46799000
2011-11-01,20.202436447143555,20.45895058892675,20.101386050579574,20.35790019236277,61182600
2011-11-02,20.21798324584961,20.365673656479203,19.977015773589233,20.287941783378777,53533100
2011-11-03,20.622188568115234,20.66882710066804,20.194663991442507,20.396766275987616,65836100
2011-11-04,20.40453338623047,20.521130423343717,20.210204496837797,20.50558375636548,36549200
2011-11-07,20.832059860229492,20.847606529827477,20.31125828959315,20.373443485373073,42589700
2011-11-08,21.111902236938477,21.142995588291413,20.746564254217034,20.99530513459015,47822500
2011-11-09,20.365673065185547,20.79319613090701,20.256847852959698,20.668825730602144,62950900
2011-11-10,20.427858352661133,20.59886728315831,20.30348795182462,20.575547277021915,32514400
2011-11-11,20.917570114135742,21.04971387242079,20.653282597565653,20.6610559342427,37903000
2011-11-14,20.800968170166016,20.98752375899923,20.715462969304614,20.89424522327661,34199200
2011-11-15,20.941940307617188,21.098574715799934,20.675662709972368,20.800969639008,43874200
2011-11-16,20.417221069335938,20.76181594005486,20.39372694904885,20.730488454636447,53262800
2011-11-17,20.002145767211914,20.393730439298817,19.92382853403914,20.37023482121389,70977500
2011-11-18,19.814180374145508,19.97081481332937,19.696705291645973,19.95515107065564,47626200
2011-11-21,19.579227447509766,19.77501972198486,19.500910238964423,19.767187851752677,61882500
2011-11-22,19.414758682250977,19.54789596763246,19.305114015207103,19.493074380998625,49204500
2011-11-23,19.164148330688477,19.414763710426215,19.164148330688477,19.27379302612892,49099700
2011-11-25,19.031009674072266,19.320782915716098,19.031009674072266,19.0936631460795,26164600
2011-11-28,19.4774169921875,19.555732710455043,19.336446309263398,19.53223859248541,46766700
2011-11-29,19.45391845703125,19.610552857581474,19.383433126161282,19.438254718220957,40917100
2011-11-30,20.03346824645996,20.04130011777971,19.688873377274692,19.86900343007543,81350900
2011-12-01,19.798513412475586,20.072621375134506,19.73585995047121,20.017799782602722,48545400
2011-12-02,19.75153160095215,20.064800553923245,19.704541855517316,20.04130493431729,52293800
2011-12-05,20.127443313598633,20.20575901630558,19.970808920632184,20.190096772029957,56818400
2011-12-06,20.096120834350586,20.260587137237167,20.0569629732606,20.213595911397203,46175300
2011-12-07,20.049123764038086,20.174430666194016,19.845499674590677,20.103945347009294,62667000
2011-12-08,19.892492294311523,20.143106135219966,19.868998180336558,19.955145754538634,60522200
2011-12-09,20.127443313598633,20.260582099487234,19.970808920632184,19.986472658684086,53788500
2011-12-12,19.9786434173584,20.025633143918167,19.80634675745493,19.900326210574466,38945900
2011-12-13,20.174440383911133,20.440718052698358,20.0882912870162,20.166608512031882,54581100
2011-12-14,20.041296005249023,20.252752006160662,20.025632265823774,20.143107323960326,47926400
2011-12-15,20.017799377441406,20.268413220386474,20.00213713258959,20.14310629891394,46213900
2011-12-16,20.362398147583008,20.495536964452885,20.072624901297996,20.103952384691674,101408100
2011-12-19,19.994308471679688,20.45637837892223,19.939485377683926,20.378061166990573,52258300
2011-12-20,20.385892868041992,20.440714467805307,20.21359470446978,20.252754056998267,60767600
2011-12-21,20.174440383911133,20.51120340583479,19.923826458882406,20.370232699561928,64132500
2011-12-22,20.213592529296875,20.252751877611445,19.955146805526315,20.22142439895979,35794100
2011-12-23,20.385892868041992,20.39372473854769,20.15094123420077,20.29191191575019,23205800
2011-12-27,20.393726348876953,20.472042072564765,20.307577260288344,20.33107137988402,21287200
2011-12-28,20.22142791748047,20.479873686220493,20.174438185103188,20.448547695894526,29822500
2011-12-29,20.378061294555664,20.401555412638633,20.252754352191232,20.323239693993298,22616900
2011-12-30,20.331073760986328,20.456382219871198,20.291915894556393,20.36240124915176,27395700
2012-01-03,20.965435028076172,21.114236066386788,20.667829963902218,20.79313688762503,64731500
2012-01-04,21.458833694458008,21.51365529412255,20.97326967419214,21.004595662381927,80516100
2012-01-05,21.678119659423828,21.717277514623554,21.37268420629198,21.4431680468962,56081400
2012-01-06,22.014883041381836,22.077536507246922,21.560645040415835,21.560645040415835,99455500
2012-01-09,21.725114822387695,22.007056230482455,21.709451078876477,21.967896871704408,59706800
2012-01-10,21.803422927856445,22.04620487564042,21.732937605310102,21.87390825040279,60014400
2012-01-11,21.70945167541504,21.91307586532574,21.43534362532067,21.482333363368728,65582400
2012-01-12,21.92873191833496,21.944395656782945,21.65462247060051,21.8269206059757,49370800
2012-01-13,22.12452507019043,22.12452507019043,21.764268033847777,21.873911219904,60196100
2012-01-17,22.132360458374023,22.437795950247217,22.061875115053038,22.242003661861506,72395300
2012-01-18,22.108871459960938,22.242010315643277,21.905247239871645,22.17152495123633,64860600
2012-01-19,22.02271842956543,22.27333233306248,21.9522330824848,22.054044420614215,74053500
2012-01-20,23.26795768737793,23.29145330262434,22.516115924814383,22.570937533279206,165902900
2012-01-23,23.28361701965332,23.455915177930468,22.986013418465586,23.142646342436205,76078100
2012-01-24,22.978179931640625,23.158308453733873,22.852873003769115,23.079991250370078,51703300
2012-01-25,23.150474548339844,23.220959875791667,22.76672192875563,22.76672192875563,59231700
2012-01-26,23.103483200073242,23.26011758199099,23.02516600911437,23.18963225950562,49102800
2012-01-27,22.892030715942383,23.126982324569994,22.84504099172742,23.064328861024578,44187700
2012-01-30,23.189640045166016,23.19747191626898,22.578767543124656,22.688410751012846,51114800
2012-01-31,23.126985549926758,23.260124365250743,22.892033908532103,23.228796882220813,50572400
2012-02-01,23.408926010131836,23.534232957812794,23.307114675307304,23.330610288163726,67409900
2012-02-02,23.455913543701172,23.628210196197486,23.26795165798976,23.416754195104456,52223300
2012-02-03,23.68303108215332,23.808338006362355,23.565556027429395,23.60471388107858,41838500
2012-02-06,23.651710510253906,23.66737275903178,23.471580458429603,23.52640355737065,28039700
2012-02-07,23.76917839050293,23.878821567612967,23.53422680469766,23.612543999966082,39242400
2012-02-08,24.0119686126709,24.019800484269894,23.667373731198918,23.698701217594902,49659100
2012-02-09,24.098114013671875,24.12160813109184,23.87099425343528,24.0276286738589,50481600
2012-02-10,23.88666343688965,24.12161362728273,23.77702021387646,23.996306659902835,44605300
2012-02-13,23.949317932128906,24.098120522343844,23.831842831970558,23.988475800922707,33319800
2012-02-14,23.84682273864746,24.01237020782755,23.531493151916287,23.909888655993697,59644000
2012-02-15,23.689163208007812,23.957193800683125,23.673397852376084,23.90989472656703,43311300
2012-02-16,24.666685104370117,24.87164824074835,23.88624218519397,23.894125614071644,94705100
2012-02-17,24.635149002075195,24.690331495262217,24.398652173099343,24.595733365115944,70036500
2012-02-21,24.78493881225586,24.918954124515796,24.556323836913943,24.579974128587097,50829900
2012-02-22,24.650922775268555,24.97413590057948,24.579973405945612,24.792821513914443,49253200
2012-02-23,24.729755401611328,24.903186356735013,24.438074496037707,24.59574009423057,35034700
2012-02-24,24.816471099853516,24.832237961012776,24.627273276774314,24.816471099853516,35575400
2012-02-27,24.7139835357666,24.8322319586572,24.516902329745513,24.627267323962034,34568400
2012-02-28,25.123918533325195,25.17121761254341,24.737637958276157,24.761288249690573,45230600
2012-02-29,25.021432876586914,25.226397537008364,24.918951298181423,25.13968131431955,59323600
2012-03-01,25.455007553100586,25.533838827237435,25.108144233179804,25.171210154655384,77344100
2012-03-02,25.28946304321289,25.573257467768105,25.226395610720154,25.470777400798458,47314200
2012-03-05,25.068729400634766,25.265810611342932,24.926832191957544,25.234276895896677,45240000
2012-03-06,24.879541397094727,25.21063802135844,24.824358876985922,24.863776036785712,51932900
2012-03-07,25.100271224975586,25.163337172631877,24.85589086575882,24.966255898254627,34340400
2012-03-08,25.234275817871094,25.39194138114617,25.147561111319025,25.257927607055677,36747400
2012-03-09,25.218521118164062,25.352536452480475,25.163338598788638,25.305235861349356,34628400
2012-03-12,25.2579345703125,25.384066454261248,25.084502102174977,25.202750555425595,34073600
2012-03-13,25.754579544067383,25.770346406915937,25.3446531388914,25.41560251809909,48951700
2012-03-14,25.833412170410156,25.920128406800547,25.612682119395643,25.644212835811,41986900
2012-03-15,25.89646339416504,25.96741273252795,25.683618386296168,25.849165840069674,49068300
2012-03-16,25.699390411376953,25.975305929359536,25.620559124650974,25.943772211780814,65626400
2012-03-19,25.384063720703125,25.70727682646696,25.344648075067727,25.652094321133205,44789200
2012-03-20,25.218521118164062,25.344654524236173,25.021439832617038,25.305235861349356,41566800
2012-03-21,25.15544891357422,25.344648223844136,25.084499548125624,25.194864559440987,37928600
2012-03-22,25.226398468017578,25.29734783399772,25.060850949804262,25.07661630610278,31749500
2012-03-23,25.234275817871094,25.31311010311888,25.005662405093503,25.305225170983853,35912200
2012-03-26,25.691516876220703,25.707283740159387,25.3446548912351,25.376185611890655,36758300
2012-03-27,25.636327743530273,25.778226475155908,25.54172959152019,25.738810829086795,36274900
2012-03-28,25.376178741455078,25.778226144985254,25.257931804762254,25.63632741517707,41344800
2012-03-29,25.320995330810547,25.37617783407155,25.076615029107334,25.27369776071305,37038500
2012-03-30,25.43136978149414,25.549619765092825,25.257940281363943,25.54173783622318,31749400
2012-04-02,25.455007553100586,25.589021320577295,25.186977010926825,25.399825059760726,35853600
2012-04-03,25.17910385131836,25.376183620643605,24.95837228433012,25.352534830202185,42752100
2012-04-04,24.603618621826172,24.982015704490223,24.477486762141613,24.95836541694548,49455900
2012-04-05,24.847997665405273,24.934712369584194,24.477484052931885,24.55631683241198,50368600
2012-04-09,24.51690101623535,24.753397849346065,24.414417952573235,24.61149914803556,31056400
2012-04-10,24.0202579498291,24.587852811503446,23.88624266344603,24.485369737652093,54131300
2012-04-11,23.925662994384766,24.06756172869752,23.831063336972747,23.988728931455928,43014000
2012-04-12,24.422306060791016,24.469606639365367,23.98084451937044,24.02814359433431,38304000
2012-04-13,24.288291931152344,24.564205971675076,24.2173425634862,24.351357868676637,39749200
